Type,Name,Address,State,Phone_number,Notes,latitude,longitude,FIPS
Lung Cancer Screening,Riverside Doctors Hospital Williamsburg,"1500 Commonwealth Ave, Williamsburg, VA 23185",VA,757-585-2075,,,,
Lung Cancer Screening,Inova Alexandria Hospital Advanced Img Center,"1800 N Beauregard St Ste 150, Alexandria, VA 22311",VA,703-933-2300,,,,
Lung Cancer Screening,Inova Imaging Center-Mark Center (Inova Alexandria Hospital),"1800 North Beauregard Street Suite 150, Alexandria, VA 22311",VA,,,,,
Lung Cancer Screening,Lewis-Gale Medical Center,"1900 Electric Rd, Salem, VA 24153",VA,540-776-4755,,,,
Lung Cancer Screening,Centra,"1901 Tate Springs Rd, Lynchburg, VA 24501",VA,434-200-3476,,,,
Lung Cancer Screening,Virginia Hospital Center - Arlington,"1701 N George Mason Dr, Arlington, VA 22205",VA,703-558-5901,,,,
Lung Cancer Screening,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,"1060 First Colonial Rd, Virginia Beach, VA 23454",VA,757-395-6176,,,,
Lung Cancer Screening,SENTARA FIRST COLONIAL ADVANCED IMAGING CENTE,"1080 First Colonial Rd Ste 101, Virginia Beach, VA 23454",VA,757-395-6176,,,,
Lung Cancer Screening,VCU Adult Outpatient Pavilion,"1001 E Leigh St, Richmond, VA 23298",VA,804-628-0817,,,,
Lung Cancer Screening,Warren Memorial Hospital,"1000 N Shenandoah Ave, Front Royal, VA 22630",VA,540-636-0250,,,,
Lung Cancer Screening,SENTARA PORT WARWICK ADVANCED IMAGING CENTER,"1031 Loftis Blvd, Newport News, VA 23606",VA,757-736-9712,,,,
Lung Cancer Screening,UVA Imaging LLC,"1015 Spring Creek Pkwy Ste 130, Zion Crossroads, VA 22942",VA,434-243-9198,,,,
Lung Cancer Screening,VCU Medical Center,"1250 E Marshall St, Richmond, VA 23298",VA,804-828-3156,,,,
Lung Cancer Screening,Virginia Commonwealth University Medical Center,"1250 E Marshall Street, Richmond, VA 23219",VA,,,,,
Lung Cancer Screening,UVA Health System Emily Couric Clinical Cancer Center,"1240 Lee St # 800377, Charlottesville, VA 22908",VA,,,,,
Lung Cancer Screening,UVA Health System Emily Couric Clinical Cancer Center,"1240 Lee St # 800377, Charlottesville, VA 22908",VA,434-924-0250,,,,
Lung Cancer Screening,Virginia Commonwealth University Medical Center,"1200 E Marshall St, Richmond, VA 23298",VA,804-828-0952,,,,
Lung Cancer Screening,UVA Health System,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-0321,,,,
Lung Cancer Screening,Medical Imaging of Fredericksburg,"1201 Sam Perry Blvd Ste 102, Fredericksburg, VA 22401",VA,540-741-7024,,,,
Lung Cancer Screening,UVA Imaging LLC,"415 Ray C Hunt Dr Ste 1100, Charlottesville, VA 22903",VA,434-243-9198,,,,
Lung Cancer Screening,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,"100 Sentara Cir, Williamsburg, VA 23188",VA,757-984-7910,,,,
Lung Cancer Screening,Augusta Health,"78 Medical Center Dr, Fishersville, VA 22939",VA,540-332-4400,,,,
Lung Cancer Screening,Fairfax Radiology Center of Sterling,"4 Pidgeon Hill Dr, Sterling, VA 20165",VA,703-450-5800,,,,
Lung Cancer Screening,Sentara Halifax Regional Hospital,"2204 Wilborn Ave, South Boston, VA 24592",VA,434-517-3187,,,,
Lung Cancer Screening,VCU New Kent,"2495 Pocahontas Trl, Quinton, VA 23141",VA,804-932-5550,,,,
Lung Cancer Screening,Carilion Rockbridge Community Hospital,"1 Health Cir, Lexington, VA 24450",VA,540-458-3321,,,,
Lung Cancer Screening,Carilion Riverside 3,"3 Riverside Cir, Roanoke, VA 24016",VA,540-526-1000,,,,
Lung Cancer Screening,SENTARA PRINCESS ANNE HOSPITAL,"2025 Glenn Mitchell Dr, Virginia Beach, VA 23456",VA,757-507-1170,,,,
Lung Cancer Screening,Sentara Rockingham Memorial,"2010 Health Campus Dr, Rockingham, VA 22801",VA,540-689-1955,,,,
Lung Cancer Screening,LONESOME PINE HOSPITAL,"1990 Holton Ave E, Big Stone Gap, VA 24219",VA,276-523-3111,,,,
Lung Cancer Screening,Carilion Imaging Services crystal Spring,"2001 Crystal Spring Ave Sw Ste 140, Roanoke, VA 24014",VA,540-981-7600,,,,
Lung Cancer Screening,Bayview Physician Services PC,"2000 Meade Pkwy, Suffolk, VA 23434",VA,757-934-9308,,,,
Lung Cancer Screening,Bayview Physician Services PC,"2000 Meade Pkwy, Suffolk, VA 23434",VA,,,,,
Lung Cancer Screening,SENTARA FORT NORFOLK DIAGNOSTIC CENTER,"301 Riverview Ave Ste 830, Norfolk, VA 23510",VA,757-388-3909,,,,
Lung Cancer Screening,UVA Imaging LLC,"415 Ray C Hunt Dr Ste 1100, Charlottesville, VA 22903",VA,,,,,
Lung Cancer Screening,Winchester Open MRI - child,"160 Exeter Dr Ste 104, Winchester, VA 22603",VA,540-431-3600,,,,
Lung Cancer Screening,Carilion Clinic Daleville,"156 Market Ridge Lane, Daleville, VA 24083",VA,540-224-6930,,,,
Lung Cancer Screening,Danville Diagnostic Imaging Center,"125 Executive Dr Ste D, Danville, VA 24541",VA,434-793-1043,,,,
Lung Cancer Screening,Franklin Memorial Hospital,"180 Floyd Ave, Rocky Mount, VA 24151",VA,540-489-6332,,,,
Lung Cancer Screening,Southside Regional Medical Center,"200 Medical Park Blvd, Petersburg, VA 23805",VA,804-765-5000,,,,
Lung Cancer Screening,Page Memorial Hospital - child,"200 Memorial Dr, Luray, VA 22835",VA,540-743-4561,,,,
Mammography,Shenandoah Womens Healthcare,"240 Lucy Drive, Harrisonburg, VA 22801",VA,5404381314,,,,
Mammography,Shenandoah Memorial Hospital,"759 South Main Street, Woodstock, VA 22664",VA,5406861595,,,,
Mammography,Smyth County Community Hospital,"245 Medical Park Dr., Marion, VA 24354",VA,2763781300,,,,
Mammography,Sentara Williamsburg Women's Imaging Pavilion,"400 Sentara Cir., Williamsburg, VA 23188",VA,7577360400,,,,
Mammography,Sentara Virginia Beach Comprehensive Breast Center,"1080 First Colonial Rd Ste 100, Virginia Beach, VA 23454",VA,7573882030,,,,
Mammography,Sentara St. Luke's,"20209 Sentara Way Ste. 108, Carrollton, VA 23314",VA,7589344542,,,,
Mammography,Sentara Spring Creek Family Medicine,"29 Jefferson Ct, Gordonsville, VA 22942",VA,4346547130,,,,
Mammography,Sentara RMH Funkhouser Women's Center,"2275 Health Campus Dr, Harrisonburg, VA 22801",VA,5406896800,,,,
Mammography,Sentara Princess Anne Mammography Center,"1975 Glenn Mitchell Dr. Ste100, Virginia Beach, VA 23456",VA,7575070663,,,,
Mammography,Sentara Princess Anne Comprehensive Breast Center,"1950 Glenn Mitchell Dr. Suite 206, Virginia Beach, VA 23456",VA,7575070665,,,,
Mammography,Sentara Norfolk General Hospital,"600 Gresham Dr, Norfolk, VA 23507",VA,7573882451,,,,
Mammography,Sentara McLeskey Comprehensive Breast Center,"6251 East Virginia Beach Blvd, Norfolk, VA 23502",VA,7572640138,,,,
Mammography,Sentara Martha Jefferson Comprehensive Breast Center,"595 Martha Jefferson Dr Ste. 380, Charlottesville, VA 22911",VA,4346547130,,,,
Mammography,Sentara Louise Obici Memorial Hospital,"2800 Godwin Blvd, Suffolk, VA 23434",VA,7579344973,,,,
Mammography,Sentara Lake Ridge Advanced Imaging Center,"12825 Minnieville Rd., Lake Ridge, VA 22192",VA,7035231560,,,,
Mammography,Sentara Halifax Regional Hospital,"2204 Wilborne Ave, South Boston, VA 24592",VA,4345178994,,,,
Mammography,Sentara Greenbrier Healthplex at Advanced Imaging Ctr,"713 Volvo Pkwy., Ste. 105, Chesapeake, VA 23320",VA,7572824011,,,,
Mammography,Sentara Gloucester Imaging Ctr,"5659 Parkway Dr. Ste.130, Gloucester, VA 23061",VA,8042101070,,,,
Mammography,Sentara CarePlex Hospital,"3000 Coliseum Dr., Hampton, VA 23666",VA,7575941899,,,,
Mammography,Sentara BelleHarbour,"3920 A Bridge Rd., Suffolk, VA 23435",VA,7579830010,,,,
Mammography,"Sentara Advanced Imaging Solutions, LLC","920 East High Street, Charlottesville, VA 22902-4850",VA,4346547130,,,,
Mammography,Sentara Advanced Imaging Solutions Alexandria,"5911 Kingstowne Village Parkway, Alexandria, VA 22315",VA,7035238900,,,,
Mammography,Sentara Advanced Imaging Center,"2280 Opitz Blvd., Woodbridge, VA 22191",VA,7035231560,,,,
Mammography,Sentara Martha Jefferson OCC at Proffit Road,"3263 Proffit Rd., Charlottesville, VA 22911",VA,4346547130,,,,
Mammography,Spotsylvania Regional Medical Center,"4600 Spotsylvania Pkwy, Fredericksburg, VA 22408",VA,5404984000x4397,,,,
Mammography,Southside Regional Medical Center Women's Imaging Center,"210 Medical Park Blvd, Petersburg, VA 23805",VA,8046275660,,,,
Mammography,Progressive Radiology,"1867 Amherst St, Winchester, VA 22601",VA,5409310139,,,,
Mammography,Paredes Institute for Women's Imaging,"4480 Cox Rd, Ste. 100, Glen Allen, VA 23060",VA,8045232303,,,,
Mammography,"Physicians to Women, Inc.","21 Highland Ave, Ste 202, Roanoke, VA 24013",VA,5409828881,,,,
Mammography,Riverside Walter Reed Hospital,"7519 Hospital Drive, Gloucester, VA 23061",VA,8046938853,,,,
Mammography,Riverside Shore Memorial Hospital,"20480 Market Street, Onancock, VA 23417",VA,7573022321,,,,
Mammography,Retreat Doctors' Hosp-A Campus of Henrico Doctors' Hospital,"2621 Grove Ave, Richmond, VA 23220",VA,8042545444,,,,
Mammography,Riverside Diagnostic Center Hampton,"850 Enterprise Parkway Ste. 1500, Hampton, VA 23666",VA,7579898830x2,,,,
Mammography,Riverside Diagnostic Center - Williamsburg,"120 Kings Way, Williamsburg, VA 23185",VA,7579898830,,,,
Mammography,Riverside Diagnostic and Breast Imaging Center,"895 City Center Blvd., Newport News, VA 23606",VA,7579898830,,,,
Mammography,RDC Smithfield,"202 Gumwood  Drive, Smithfield, VA 23430",VA,7579898830x2,,,,
Mammography,St. Marys Short Pump Emergency Center,"12320 W Broad St, Richmond, VA 23233",VA,8049231415,,,,
Mammography,VCU Health Tappahannock Hospital,"618 Hospital Rd., Tappahannock, VA 22560",VA,8044438851,,,,
Mammography,VCU Health Community Memorial Hospital,"1755 North Mecklenburg Avenue, South Hill, VA 23970",VA,4345845219,,,,
Mammography,VCU Health at Stony Point - Breast Imaging,"9000 Stony Point Parkway, Richmond, VA 23235",VA,8042376666,,,,
Mammography,VCU Health at Nelson Clinic - Breast Imaging,"401 North 11th St, Richmond, VA 23298-0615",VA,8042376666,,,,
Mammography,VCU Health at Greengate - Breast Imaging,"3400 Haydenpark Lane, Henrico, VA 23233",VA,8042376666,,,,
Mammography,VCU Health at Adult Outpatient Pavilion - Breast Imaging,"1001 E. Leigh St., Richmond, VA 23219-0615",VA,8042376666,,,,
Mammography,Virginia Mammography Center,"2955 Ivy Rd Ste 102, Charlottesville, VA 22903",VA,4342434704,,,,
Mammography,Virginia Hospital Center,"1851 N George Mason Dr., Arlington, VA 22207-3698",VA,7035588500,,,,
Mammography,"Warren Memorial Hospital, Inc.","351 Valley Health Way, Front Royal, VA 22630",VA,8557243384,,,,
Mammography,Washington Radiology Associates,"21351 Ridgetop Circle, Sterling, VA 20166",VA,5714340140x1901,,,,
Mammography,Washington Radiology,"1005 N Glebe Road, Arlington, VA 22201-4751",VA,7036988800x1501,,,,
Mammography,Washington Radiology,"3022 Williams Dr, Ste 204, Fairfax, VA 22031",VA,7036808800x1502,,,,
Mammography,Virginia Womens Center,"6600 West Broad St Suite 100, Richmond, VA 23230",VA,8045456858,,,,
Mammography,Virginia Women's Center,"7515 Right Flank Rd., Mechanicsville, VA 23116",VA,8045456858,,,,
Mammography,Virginia Women's Center,"12129 Graham Meadows Road, Richmond, VA 23233",VA,8042884084,,,,
Mammography,Virginia Physicians for Women,"13801 St. Francis Boulevard Suite 150, Midlothian, VA 23114",VA,8048972100,,,,
Mammography,Virginia Physicians For Women,"1630 Wilkes Ridge Parkway Suite 200, Richmond, VA 23233",VA,8048972100x1789,,,,
Mammography,Virginia Physicians for Women,"1775 Lake Harley Drive, Prince George, VA 23875",VA,8048972100,,,,
Mammography,Virginia Physicians for Women,"1212 Koger Center Blvd, North Chesterfield, VA 23235",VA,8048972100x1789,,,,
Mammography,Virginia Physicians - Westchester,"15769 Westchester Main St., Midlothian, VA 23113",VA,8042728806x312,,,,
Mammography,Virginia Women's Center,"13801 St. Francis Blvd. Ste. 100, Midlothian, VA 23114",VA,8045456858,,,,
Mammography,"University of Virginia Imaging, LLC","1015 Spring Creek Parkway, Suite 130, Zion Crossroads, VA 22942",VA,4342430321,,,,
Mammography,UVA Outpatient Imaging Culpeper,"509 Main Street, Culpeper, VA 22701",VA,5403213190,,,,
Mammography,UVA Health Prince William Medical Center,"8700 Sudley Rd, Manassas, VA 20110",VA,7033698073,,,,
Mammography,UVA Health Haymarket Medical Center,"15225 Heathcote Boulevard, Haymarket, VA 20169",VA,7033698073,,,,
Mammography,Women's Health Breast Imaging Center,"114 Nationwide DR, Lynchburg, VA 24502",VA,4342397890,,,,
Mammography,Women's Imaging Center of Reston,"1860 Town Center Dr Ste 400, Reston, VA 20190",VA,7036899005x2,,,,
Mammography,Women's Cancer and Wellness Institute,"1401 Johnston Willis Drive, Suite 1100, North Chesterfield, VA 23235",VA,8043235040,,,,
Mammography,Wythe County Community Hospital,"600 West Ridge Road, Wytheville, VA 24382",VA,2762280233,,,,
Mammography,Winchester Women's Specialists,"1870 Amherst Street, Suite 2-E, Winchester, VA 22601",VA,5406674546x6,,,,
Mammography,Winchester Medical Center - Diagnostic Center,"300 Campus Blvd, Winchester, VA 22601",VA,5405368988x63124,,,,
Mammography,The Imaging Center for Women,"1300 Hospital Dr Ste 100, Fredericksburg, VA 22401",VA,5407419729,,,,
Mammography,The Breast Center of TPMG Hampton,"2205 Executive Drive Suite B, Hampton, VA 23666",VA,7578730848,,,,
Mammography,The Breast Center of TPMG,"860 Omni Blvd., Ste. 109, Newport News, VA 23606",VA,7578730848,,,,
Mammography,Stonesprings Hospital Center,"24440 Stone Springs boulevard, Dulles, VA 20166",VA,5713494737,,,,
Mammography,"Surgical Care of the Virginias, LLC","101 Westwood Commons, Bluefield, VA 24605",VA,2763222322,,,,
Mammography,Twin County Regional Hospital,"200 Hospital Drive, Galax, VA 24333",VA,2762361680,,,,
Mammography,The Women's Center at Johnston Memorial Hospital,"16000 Johnston Memorial Drive, Abingdon, VA 24211",VA,2762584520,,,,
Mammography,The University of Virginia Breast Care Center,"652 Peter Jefferson Pkwy, Charlottesville, VA 22908",VA,4342434704,,,,
Mammography,TPMG Breast Center Williamsburg,"5424 Discovery Park Blvd, Williamsburg, VA 23188",VA,7577073510,,,,
Mammography,Tricare Prime Clinic Virginia Beach,"2100 Lynnhaven Pkwy., Ste. 201, Virginia Beach, VA 23456",VA,7579536675,,,,
Mammography,Tricare Prime Clinic Chesapeake,"1400 Crossways Blvd, Ste. 114, Chesapeake, VA 23320",VA,7579536335,,,,
Mammography,Tricare Prime Boone Clinic,"1035 Nider Blvd., Ste. 100, Virginia Beach, VA 23459",VA,8666454584,,,,
Mammography,Timberlake Mammography Center,"20293 Timberlake Road, Lynchburg, VA 24502",VA,4342004048,,,,
Mammography,"Community Radiology of Virginia, Inc.","2000 Leatherwood Lane, Bluefield, VA 24605",VA,3043277177x1101,,,,
Mammography,Diagnostic Center of Chesapeake,"844 Battlefield Blvd. N., Chesapeake, VA 23320",VA,7573126137,,,,
Mammography,Danville Diagnostic Imaging Center,"125 Executive Drive. Suite D, Danville, VA 24541",VA,4347993883,,,,
Mammography,Chester Emergency Center,"12021 Jefferson Davis Highway, Chester, VA 23831",VA,8046275660,,,,
Mammography,Chesterfield Imaging,"13636 Hull Street Rd., Midlothian, VA 23112",VA,8046395489,,,,
Mammography,Centra Bedford Memorial Hospital,"1613 Oakwood St, Bedford, VA 24523",VA,5405877806,,,,
Mammography,Centra Breast Imaging Center,"3300 Rivermont Ave, Lynchburg, VA 24503",VA,4342004048,,,,
Mammography,Centra Gretna Medical Center,"291 McBride Lane, Gretna, VA 24557",VA,4342004048,,,,
Mammography,Centra Health Mobile Mammography-MOBILE,"20293 Timberlake Road, Lynchburg, VA 24502",VA,4342004048,,,,
Mammography,Centra Mammography Center - Nationwide,"125 Nationwide Drive, Lynchburg, VA 24502",VA,4342007764,,,,
Mammography,Centra Southside Community Hospital,"800 Oak St., Farmville, VA 23901",VA,4343152779,,,,
Mammography,Central Virginia Community Health Ctr Mammography Dept.,"25892 James Madison Hwy, New Canton, VA 23123",VA,4345813271x10304,,,,
Mammography,Chippenham Medical Center,"7101 Jahnke Rd, Richmond, VA 23225",VA,8043278706,,,,
Mammography,Clinch Valley Medical Center,"6801 Gov. G.C. Peery Hwy, Richlands, VA 24641",VA,2765966601,,,,
Mammography,Colonial Forge Medical Center,"125 Hospital Center Blvd. Suite 110, Stafford, VA 22554",VA,8773900033,,,,
Mammography,CJW Johnston-Willis Medical Center,"1401 Johnston-Willis Drive, Richmond, VA 23235",VA,8043278706,,,,
Mammography,Ft Belvoir Community Hospital,"9300 DeWitt Loop, Fort Belvoir, VA 22060",VA,5712313224,,,,
Mammography,Fauquier Hospital,"500 Hospital Dr., Warrenton, VA 20186",VA,5403165800,,,,
Mammography,Fort Norfolk Diagnostic Center,"301 Riverview Ave Ste 830 B, Norfolk, VA 23510-1064",VA,7572529100,,,,
Mammography,Fluvanna Correctional Center for Women,"144 Prison Ln., Troy, VA 22974",VA,4344223496,,,,
Mammography,Dumfries Health Center,"3700 Fettler Park Dr, Dumfries, VA 22025",VA,7034417543,,,,
Mammography,ECCC Screening Mammograpphy,"1240 Lee St,, Charlottesville, VA 22903",VA,4342434704,,,,
Mammography,Dorothy G. Hoefer Comprehensive Breast Center,"11803 Jefferson Ave Ste 130, Newport News, VA 23606",VA,7575941899,,,,
Mammography,Fair Oaks Imaging Center,"4001 Fair Ridge Drive, Fairfax, VA 22033",VA,7033855203,,,,
Mammography,Fairfax Health Center,"4375 Fair Lakes Court, Fairfax, VA 22033",VA,5714322717,,,,
Mammography,Appomattox Imaging,"930 South Ave., Ste. 1, Colonial Heights, VA 23834",VA,8045242340,,,,
Mammography,Association of Alexandria Radiologists Alexandria VA,"1600 N Beauregard St, Alexandria, VA 22311",VA,7038243260,,,,
Mammography,Association of Alexandria Radiologists Woodbridge VA,"4001 Prince William Pkwy., Ste. 302, Woodbridge, VA 22193",VA,7033579620,,,,
Mammography,Augusta Health Breast Center,"78 Medical Center Dr, Fishersville, VA 22939",VA,5409324486,,,,
Mammography,Augusta Health Outpatient Center,"851 Statler Boulevard, Staunton, VA 24401",VA,5409324053,,,,
Mammography,Augusta Health Stuarts Draft Outpatient Center,"2570 Stuarts Draft Hwy, Stuarts Draft, VA 24477",VA,5409324053,,,,
Mammography,633rd Medical Group,"633 SGCS/SGCR, Langley AFB, VA 23665",VA,7577646947,,,,
Mammography,Advanced Diagnostic Breast Center at Henrico Doctors Sarah C,"7607 Forest Avenue, Richmond, VA 23229",VA,8042007035,,,,
Mammography,Annandale Family Medicine - PMG LLC,"7617 Little River Turnpike, Annandale, VA 22003",VA,7039410267,,,,
Mammography,AICI-Mammo,"800 Independence Blvd., Virginia Beach, VA 23455",VA,7573636383,,,,
Mammography,Carilion New River Valley Medical Center,"2900 Lamb Cirlce, Christiansburg, VA 24073",VA,5407312720,,,,
Mammography,"Carilion North Roanoke, Screening Mammography","6415 Peters Creek Road, Roanoke, VA 24019",VA,5402655545,,,,
Mammography,Carilion Rockbridge Community Hospital,"1 Health Circle, Lexington, VA 24450",VA,5404583321,,,,
Mammography,Carilion Tazewell Community Hospital,"388 Ben Bolt Ave, Tazewell, VA 24651-1311",VA,2769888730,,,,
Mammography,Carilion Giles Community Hospital,"159 Hartley Way, Pearisburg, VA 24134",VA,5409224182,,,,
Mammography,Carilion Franklin Memorial Hospital,"180 Floyd Ave, Rocky Mount, VA 24151",VA,5404848594,,,,
Mammography,"Carilion Clinic, Blacksburg Screening Mammography","901 Plantation Rd., Blacksburg, VA 24060",VA,5409515860,,,,
Mammography,Carilion Clinic Daleville Imaging,"150 Market Ridge Lane, Daleville, VA 24083",VA,5409660454,,,,
Mammography,Carilion Breast Care Center,"1211 S Jefferson St, Roanoke, VA 24014",VA,5409859885,,,,
Mammography,Carilion Breast Care Center,"102 Highland Ave Suite 202, Roanoke, VA 24014",VA,5409859885,,,,
Mammography,Buchanan General Hospital,"1535 Slate Creek Rd, Grundy, VA 24614",VA,2769351133,,,,
Mammography,Bon Secours Women's Imaging Center at Ghent Station,"930 W 21st Street, Norfolk, VA 23517",VA,7573982316,,,,
Mammography,Bon Secours Westchester Women's Imaging Center,"601 Watkins Centre Pkwy. Suite 230, Midlothian, VA 23113",VA,8048938535,,,,
Mammography,Bon Secours St. Mary's Hospital Women's Imaging Center,"5875 Bremo Rd Ste 105 MOB South, Richmond, VA 23226",VA,8042877501,,,,
Mammography,Bath Community Hospital,"106 Park Drive, Hot Springs, VA 24445",VA,5408397037,,,,
Mammography,Bon Secours - Richmond Community Hospital,"1500 N 28th St, Richmond, VA 23223",VA,8046275660,,,,
Mammography,Bon Secours Imaging Center Reynolds Crossing,"6605 W Broad St., Richmond, VA 23230",VA,8042873500,,,,
Mammography,"Bon Secours Medical Group Richmond Specialty Care, LLC","439 Jennick Drive, Colonial Heights, VA 23834",VA,8047655206,,,,
Mammography,Bon Secours Millie Lancaster Womens Center,"5838 Harbour View Blvd, Suffolk, VA 23435",VA,7575411920,,,,
Mammography,Bon Secours Rappahannock Gen Hosp Women's Imaging Center,"101 Harris Road, Kilmarnock, VA 22482",VA,8044358325,,,,
Mammography,Bon Secours Richmond OB - GYN,"13700 St. Francis Blvd. Ste. 305, Midlothian, VA 23114",VA,8043202483,,,,
Mammography,Bon Secours Southampton Medical Center,"100 Fairview Drive, Franklin, VA 23851",VA,7575696100x6108,,,,
Mammography,Bon Secours Southern Virginia Medical Center,"727 North Main Street, Emporia, VA 23847",VA,4343484825,,,,
Mammography,Bon Secours St. Francis Medical Center,"13710 St. Francis Blvd., Midlothian, VA 23114",VA,8046275660,,,,
Mammography,"Bayview Physicians Services,P.C.-Suffolk","2000 Meade Pkwy, Suffolk, VA 23434",VA,7579349308,,,,
Mammography,Mid-Atlantic Imaging Centers,"808 Triton Court, Newport News, VA 23601",VA,7572235059,,,,
Mammography,Mid-Atlantic Imaging Centers,"3300 Princess Anne Rd Ste 743, Virginia Beach, VA 23456",VA,7573012500,,,,
Mammography,Mid-Atlantic Imaging Centers,"2050 Hillpoint Boulevard N, Suffolk, VA 23434",VA,7572906190,,,,
Mammography,Mid-Atlantic Imaging Centers,"844 Kempsville Rd., Ste. 210, Norfolk, VA 23502",VA,7574616131,,,,
Mammography,Mid-Atlantic Imaging Centers,"300 Medical Pkwy, Ste 302, Chesapeake, VA 23320",VA,7573128403,,,,
Mammography,Mid-Atlantic Imaging Centers,"1181 First Colonial Rd, Virginia Beach, VA 23454-2437",VA,7572281600,,,,
Mammography,MSHA dba Russel County Hospital,"58 Carroll St, Lebanon, VA 24266",VA,2768838157,,,,
Mammography,Medical Imaging of Fredericksburg at Lee's Hill,"10401 Spotsylvania Ave., Ste. 101, Fredericksburg, VA 22408",VA,5407419729,,,,
Mammography,Medical Imaging of King George,"11131 Journal Parkway, King George, VA 22485",VA,5407419729,,,,
Mammography,McDonald Army Health Center,"Bldg. 576 Jefferson Ave., Fort Eustis, VA 23604",VA,7573147745x1,,,,
Mammography,Memorial Regional Medical Center,"8260 Atlee Rd, Mechanicsville, VA 23116",VA,8047646513,,,,
Mammography,"OB-GYN Associates of Danville, Inc.","101 Holbrook St., Danville, VA 24541",VA,4347927765,,,,
Mammography,Page Memorial Hospital,"200 Memorial Dr, Luray, VA 22835",VA,5407438103,,,,
Mammography,Orange Family Physicians,"13198 James Madison Hwy, Orange, VA 22960",VA,5406723010,,,,
Mammography,Naval Medical Center - Portsmouth,"620 John Paul Jones Cir. Bldg. 2, Portsmouth, VA 23708-2197",VA,7579534900,,,,
Mammography,Norton Community Hospital Mammography Department,"100 15th Street, N.W., Norton, VA 24273",VA,2764391382,,,,
Mammography,INOVA Diagnostic Imaging Center,"6355 Walker Lane, Alexandria, VA 22310",VA,5714235400,,,,
Mammography,INOVA Fair Oaks Hospital,"3600 Joseph Siewick Dr., Fairfax, VA 22033",VA,7033914717,,,,
Mammography,Inova Fairfax Hospital Outpatient Imaging Center Gainesville,"13575 Heathcote Blvd, Gainesville, VA 20155",VA,7034682609,,,,
Mammography,Inova Healthplex - Lorton,"9321 Sanger St., Lorton, VA 22079",VA,7039828293,,,,
Mammography,Inova Imaging Center - Mark Center,"1800 North Beauregrad St Suite 150, Alexandria, VA 22311",VA,7039332591,,,,
Mammography,Inova Loudoun Diagnostic Imaging Ctr at Leesburg,"224 Cornwall St NW, Leesburg, VA 20176",VA,7038586470,,,,
Mammography,Inova Mount Vernon Hospital,"2501 Parkers Ln, Alexandria, VA 22306",VA,5714235400,,,,
Mammography,Inova Schar Cancer Institute- Diagnostic Imaging Center,"8081 Innovation Park Dr., Fairfax, VA 22031",VA,5714235400,,,,
Mammography,"IFRC, LLC d/b/a Fairfax Radiology Center at Sterling","4 Pidgeon Hill Dr., Sterling, VA 20165",VA,7034505800x316,,,,
Mammography,"IFRC, LLC dba Fairfax Radiology Breast Center of Loudoun","19465 Deerfield Ave., Suite 105, Lansdowne, VA 20176",VA,7037888428,,,,
Mammography,"IFRC, LLC dba Fairfax Radiology Breast Center of Reston/Hern","106 Elden St., Ste. 16, Herndon, VA 20170",VA,7036984488,,,,
Mammography,"IFRC, LLC dba Fairfax Radiology Center of Fairfax City","3801 University Drive Suite 120, Fairfax, VA 22030",VA,7036984488,,,,
Mammography,"IFRC, LLC dba Fairfax Radiology Center of Springfield","5510 Alma Ln., Ste. 100, Springfield, VA 22151",VA,7036984488,,,,
Mammography,"IFRC, LLC dba Fairfax Radiology Center of Vienna","115 Park St. SE, Ste. 203, Vienna, VA 22180",VA,7036984488,,,,
Mammography,Independence Park Imaging Center,"9930 Independence Park Dr, Ste 100, Richmond, VA 23233",VA,8042179729,,,,
Mammography,Imaging Center for Women at North Stafford,"125 Woodstream Boulevard, Stafford, VA 22556",VA,5407419729,,,,
Mammography,"IFRC,LLC dba Fairfax Radiology Breast Center of Fairfax","8260 Willow Oaks Corporate Drive, Fairfax, VA 22031",VA,7036984488,,,,
Mammography,"IFRC,LLC dba Fairfax Radiology Center of Centreville","6211 Centreville Rd., Ste. 400, Centreville, VA 20121",VA,7036984488,,,,
Mammography,Julius Hermes Breast Care Center Sovah Health Martinsville,"320 Hospital Drive, Martinsville, VA 24112",VA,2766667563,,,,
Mammography,Jefferson Obstetrics and Gynecology,"600 Peter Jefferson Parkway, Charlottesville, VA 22911",VA,4349774488,,,,
Mammography,HCA TriCities Hospital,"411 W Randolph Rd, Hopewell, VA 23860",VA,8044582400,,,,
Mammography,Hanover Imaging Center,"9275 Chamberlayne Road, Mechanicsville, VA 23116",VA,8043278702,,,,
Mammography,Harrisonburg OBGYN,"2291 Evelyn Byrd Avenue, Harrisonburg, VA 22801",VA,5404343831,,,,
Mammography,LMG Imaging Center,"19500 Sandridge Way, Lansdowne, VA 20176",VA,5713758601,,,,
Mammography,Loudoun Imaging Center,"20905 Professional Plaza Suite 100, Ashburn, VA 20147",VA,5712230230,,,,
Mammography,Lewis Gale Imaging at Brambleton,"4330 Brambleton Ave, Roanoke, VA 24018",VA,5402833700,,,,
Mammography,LewisGale Breast Center Salem,"1900 Electric Road, Salem, VA 24153",VA,5407764983,,,,
Mammography,LewisGale Hospital Alleghany,"1 ARH Lane, Low Moor, VA 24457",VA,5408626811,,,,
